,Source,URL,Sents_Leicht,Sents_Standard,sents_leicht,sents_standard
37,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062021,nils2598.html",,,Wegen der Corona-Krise fallen viele große Veranstaltungen aus.Auch das Musik-Festival in Wacken.Auf dem Musik·festival in Wacken spielen die Musiker meistens Heavy Metal.Heavy Metal ist eine Musik·richtung.Heavy Metal ist sehr hart.Und Heavy Metal ist laut.Jetzt haben die Veranstalter gesagt:Das Wacken-Festival sollte Ende Juli sein.Aber wegen der Corona-Krise können wir das Festival nicht machen.Wir verschieben das Festival.Jetzt ist das Festival im kommenden Jahr.Und zwar vom 4. bis zum 6. August.Schon im vergangenen Jahr ist das Wacken-Festival ausgefallen.,"Aufgrund der Auswirkungen der Corona-Krise müssen viele große Veranstaltungen abgesagt werden, darunter auch das Musik-Festival in Wacken. Bei diesem Festival spielt üblicherweise Heavy Metal, eine besonders harte und laute Musikrichtung. Die Veranstalter haben nun bekannt gegeben, dass das Wacken-Festival, welches eigentlich Ende Juli stattfinden sollte, aufgrund der Corona-Krise nicht durchgeführt werden kann. Es wird daher auf das kommende Jahr verschoben und findet nun vom 4. bis zum 6. August statt."
38,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062021,nils2598.html",,,,Bereits im letzten Jahr musste das Wacken-Festival ausfallen.
39,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,,"In Rostock, there is a special exhibition taking place."
40,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,,Rostock is a city on the Baltic Sea.
41,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,"In Rostock ist eine besondere Ausstellung.Rostock ist eine Stadt an der Ost·see.Die Ausstellung ist in der Kunst·halle.Und die Ausstellung ist über Udo Lindenberg.Udo Lindenberg ist ein sehr bekannter Sänger in Deutschland.Und er malt auch Bilder.Die Ausstellung heißt:Udo Lindenberg:Malerei, Musik und große Show.Die Ausstellung zeigt zum Beispiel:• Bilder.• Plakate.• Kleidung.• Und Instrumente.Die Menschen von der Ausstellung haben gesagt:So eine Ausstellung über Udo Lindenberg hat es noch nie gegeben.Sie zeigt sein Leben.Und sie zeigt:So arbeitet Udo Lindenberg.Die Ausstellung ist noch bis zum 27. August.","The exhibition is held at the Kunst·halle and is dedicated to Udo Lindenberg. Udo Lindenberg is a very well-known singer in Germany, who also paints pictures. The exhibition is called ""Udo Lindenberg: Painting, Music and Grand Show."" It showcases various things such as paintings, posters, clothing, and instruments."
42,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,,The organizers of the exhibition have stated that such an exhibition about Udo Lindenberg has never been done before.
43,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,,It presents his life and shows how Udo Lindenberg works.
44,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01062023,nils3398.html",,,,The exhibition will be open until August 27th.
45,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,An einigen Straßen in Nord·deutschland sind Schäden.Zum Beispiel:• An der Autobahn 1 bei Lübeck.Lübeck ist eine Stadt in Schleswig-Holstein.• Und an der Autobahn 7 bei Bad Fallingbostel.Bad Fallingbostel ist eine Stadt in Niedersachsen.An diesen Straßen ist der Beton kaputt.Beton ist ein Bau·stoff.Beton ist zuerst flüssig.Dann wird Beton schnell hart wie Stein.Der Beton ist nämlich aufgeplatzt.Fach·leute haben gesagt:In Nord·deutschland ist es sehr heiß.Deshalb ist der Beton auf den Straßen sehr heiß geworden.Das ist nicht gut für den Beton.Bei großer Hitze dehnt sich der Beton nämlich aus.Das heißt:Der Beton wird größer.Dann platzt der Beton auf.Deshalb musste die Polizei einige Straßen sperren.Das heißt:Auf einigen Straßen durfte kein Auto fahren.,"Es gibt einige Straßen in Norddeutschland, die beschädigt sind. Zum Beispiel die Autobahn 1 bei Lübeck, einer Stadt in Schleswig-Holstein, und die Autobahn 7 bei Bad Fallingbostel, einer Stadt in Niedersachsen. An diesen Straßen ist der Beton kaputt. Beton ist ein Baustoff, der zuerst flüssig ist und dann schnell aushärtet und hart wie Stein wird."
46,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,,Der Beton ist an einigen Stellen aufgeplatzt.
47,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,,"Fachleute haben erklärt, dass es in Norddeutschland sehr heiß ist."
48,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,,Diese Hitze ist nicht gut für den Beton.
49,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,,"Bei großer Hitze dehnt sich der Beton aus, was bedeutet, dass er größer wird und dann aufplatzt."
50,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072019,nils1702.html",,,,"Aus diesem Grund musste die Polizei einige Straßen sperren, so dass dort keine Autos fahren durften."
51,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072020,nils2298.html",,,Vor dem Corona-Virus hatte VW einen Plan.VW ist die Abkürzung für Volkswagen.VW ist eine große Firma.VW baut Autos.Und VW ist in Wolfsburg.Wolfsburg ist eine Stadt in Niedersachsen.VW hat vor dem Corona-Virus nämlich gesagt:Wir wollen ein neues Werk in der Türkei bauen.Die Türkei ist ein Land in Europa und Asien.Jetzt hat VW wegen dem Corona-Virus aber viele Probleme.Die Menschen auf der ganzen Welt kaufen nämlich weniger Autos.Deshalb kann VW im Moment weniger Autos bauen.Deshalb hat VW heute gesagt:Wir bauen das neue Werk in der Türkei nicht.,"Vor der Ausbreitung des Corona-Virus hatte Volkswagen (VW) einen Plan. VW ist ein großer Autohersteller mit Sitz in Wolfsburg, einer Stadt in Niedersachsen. Das Unternehmen hatte geplant, ein neues Werk in der Türkei zu bauen, einem Land, das sowohl in Europa als auch in Asien liegt. Aufgrund der Auswirkungen des Corona-Virus gibt es jedoch viele Probleme für VW, da weltweit weniger Autos verkauft werden."
52,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072020,nils2298.html",,,,"Das führt dazu, dass VW im Moment weniger Autos produzieren kann."
53,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072020,nils2298.html",,,,"Aus diesem Grund hat das Unternehmen heute bekannt gegeben, dass sie das geplante Werk in der Türkei nicht bauen werden."
54,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072022,nils3000.html",,,,Am Donnerstag gab es schwere Unwetter in vielen Orten in Niedersachsen.
55,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072022,nils3000.html",,,,"Bei diesen Unwettern kam es zu Gewittern mit Blitz und Donner, starken Stürmen und viel Regen."
56,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072022,nils3000.html",,,,Die Unwetter haben erhebliche Schäden verursacht.
57,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01072022,nils3000.html",,,In vielen Orten in Niedersachsen waren am Donnerstag schwere Unwetter.Bei einem Unwetter sind zum Beispiel:• Gewitter mit Blitz und Donner.• Starke Stürme.• Oder sehr viel Regen.Die Unwetter haben viele Schäden gemacht.Bei den Unwettern waren nämlich viele Blitze.Einigen von diesen Blitzen sind in Häuser eingeschlagen.Deshalb haben einige von diesen Häusern gebrannt.Zum Beispiel:• In Hatten im Land·kreis Oldenburg.• In Syke im Land·kreis Diepholz.• Und in Fintel im Land·kreis Rotenburg.Bei den Feuern wurde kein Mensch verletzt.Aber bei einem Feuer in Drebber im Land·kreis Diepholz sind 260 Schweine gestorben.,"Besonders viele Blitze haben eingeschlagen, wodurch einige Häuser gebrannt haben. Beispiele dafür sind Hatten im Landkreis Oldenburg, Syke im Landkreis Diepholz und Fintel im Landkreis Rotenburg. Bei den Bränden wurde glücklicherweise niemand verletzt. Allerdings sind bei einem Brand in Drebber im Landkreis Diepholz 260 Schweine ums Leben gekommen."
58,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01082019,nils1754.html",,,Die Polizei hat in Jübek einen Mann festgenommen.Jübek ist ein Ort in der Nähe von Schleswig.Dieser Mann soll nämlich eine Frau getötet haben.Die Polizei hat gesagt:Die Frau hat laut geschrien.Deshalb haben Nachbarn von der Frau die Polizei gerufen.Und dann haben die Nachbarn einen Mann festgehalten.Dieser Mann wollte nämlich weglaufen.Wir glauben:Dieser Mann hat die Frau erstochen.Deshalb haben wir den Mann festgenommen.,"Ein Mann wurde von der Polizei in Jübek festgenommen. Jübek ist ein Ort in der Nähe von Schleswig. Der Mann wird beschuldigt, eine Frau getötet zu haben. Laut Aussage der Polizei hat die Frau laut geschrien, woraufhin Nachbarn die Polizei gerufen haben."
59,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01082019,nils1754.html",,,,"Die Nachbarn haben den Mann festgehalten, als er versucht hat, wegzulaufen."
60,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01082019,nils1754.html",,,,"Es wird vermutet, dass der Mann die Frau erstochen hat."
61,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01082019,nils1754.html",,,,Aus diesem Grund wurde er festgenommen.
62,LS_ndr_gpt,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-01082022,nils3036.html",,,,In Hamburg gab es einen großen Brand.
