,Source,link_leicht,URL,sents_leicht,sents_standard
16,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Im Landes-Hunde-Gesetz steht:,
17,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,welche Hunde Sie auch beim Ordnungs-Amt anmelden müssen. Dazu gehören diese Hunde: die gefährlich sind von bestimmten Rassenzum Beispiel: Rottweiler,"Auch Änderungen, wie zum Beispiel einen Umzug innerhalb Kölns oder die Übernahme eines weiteren Hundes, müssen Sie anzeigen."
18,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,"die eine Schulter-Höhe von 40 Zentimetern haben, wenn sie ausgewachsen sind.Ausgewachsen heißt: wenn sie erwachsen sind und nicht mehr weiter wachsen. die 20 Kilo-Gramm schwer sind. Wenn Sie einen solchen Hund oder ein solches Hunde-Baby haben: Dann müssen Sie diese anmelden.","Nach Anmeldung wird eine Hundemarke übersandt, die der Hund außerhalb der Wohnung oder des umfriedeten Grundbesitzes sichtbar zu tragen hat."
19,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Wenn Sie laufende Hilfe zum Lebensunterhalt bekommen:,
20,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Dann können Sie eine Ermäßigung beantragen. Das gilt auch: wenn Sie laufend Grund-Sicherung im Alter oder bei Erwerbs-Minderung bekommen.,"Bitte beachten Sie auch die erforderliche Anmeldung des Hundes beim zuständigen Bezirksordnungsamt, sofern es sich um einen meldepflichtigen Hund nach dem Landeshundegesetz handelt."
21,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Das sind Hilfen nach dem 12. Buch aus dem Sozial-Gesetz-Buch. Wenn Sie das beantragen wollen: Dann brauchen wir von Ihnen:,Die Hundesteuer beträgt 156 Euro jährlich für jeden gehaltenen Hund.
22,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,den Nachweis über Ihre Hilfe zum Lebens-Unterhalt den Nachweis über Ihre Grund-sicherung im Alter und bei Erwerbs-Minderung nach dem 2. Buch vom Sozial-Gesetz-Buch.,"Steuerermäßigung oder -befreiung Wenn Sie Empfänger*in von laufender Hilfe zum Lebensunterhalt oder von laufender Grundsicherung im Alter und bei Erwerbsminderung nach dem Zwölften Buch des Sozialgesetzbuches sind, können Sie für einen Hund eine Ermäßigung beantragen."
23,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Die Nachweise dürfen nicht älter als 2 Monate sein.,"Hierzu ist ein Nachweis beizubringen, der nicht älter als zwei Monate ist."
24,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Die Steuer wird dann für einen Hund von 156 Euro auf 60 Euro verbilligt.,Die Steuer wird dann für einen Hund von 156 Euro auf 60 Euro ermäßigt.
25,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Zum Beispiel:,
26,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Wenn Sie 2 Hunde haben:,
27,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Dann müssen Sie für die 2 Hunde 216 Euro bezahlen.,
28,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Nämlich 156 Euro plus 60 Euro.,
29,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Wenn Sie Arbeitslosen-Geld 2 bekommen: Dann bekommen Sie keine Ermäßigung. Das Gesetz zum Arbeitslosen-Geld 2 steht im 2. Buch vom Sozial-Gesetz-Buch.,"Sofern Sie Empfänger*in von laufenden Leistungen zur Sicherung des Lebensunterhaltes nach dem Zweiten Buch des Sozialgesetzbuches (Arbeitslosengeld II) sind, steht Ihnen eine Ermäßigung der Hundesteuer nicht zu."
30,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Wenn Sie eine Schwer-Behinderung haben: Dann können Sie eine Befreiung beantragen. Befreiung heißt: Sie müssen keine Hunde-Steuer bezahlen. Die Befreiung von der Hunde-Steuer,"Im Falle einer Schwerbehinderung von 100 Prozent kann auf Antrag im Anmeldeformular eine Steuerbefreiung für einen Hund gewährt werden, wenn dieser ausschließlich dem Schutz und der Hilfe der schwerbehinderten Person dient und aufgrund seiner besonderen Ausbildung geeignet ist, die Schwerbehinderung zu mildern."
31,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,können Sie nur für einen Hund bekommen. Sie müssen nachweisen: In Ihrem Schwer-Behinderten-Ausweis muss dafür stehen:100 Prozent Grad der Behinderung Der Hund darf nur für Sie da sein.,Zum Nachweis ist eine Kopie der Vorder- und Rückseite des Schwerbehindertenausweises oder des Feststellungsbescheides des Bürgeramtes Mülheim gemeinsam mit der Anmeldung vorzulegen.
32,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Der Hund muss eine Ausbildung haben. Ihr Leben mit Behinderung soll durch den Hund besser werden. Wenn Sie das beantragen wollen: Dann brauchen wir von Ihnen:,"Eine Steuerbefreiung wird auf Antrag darüber hinaus auch für Hunde gewährt, die regelmäßig als Rettungshunde eingesetzt werden und eine entsprechende Ausbildung abgelegt haben."
33,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,"eine Kopie von Ihrem Schwer-Behinderten-Ausweis,von Vorder-Seite und von Rück-Seite, oder Eine Kopie vom Bescheid der Abteilung:Feststellungs-Verfahren nach dem Schwer-Behinderten-Recht.","Online anmelden Die Anmeldung erfolgt beim Steueramt und, soweit erforderlich, beim Amt für öffentliche Ordnung."
34,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Wir brauchen auch: Den Nachweis über die Ausbildung und Prüfung vom Hund:als Führ-Hund für Blinde oder Begleit-Hund für Menschen mit anderer Behinderung. Ein Rettungs-Hund kann ebenfalls befreit sein. Der Rettungs-Hund muss dafür regelmäßig im Einsatz sein.,Nähere Informationen finden Sie hier: Vorsprache Eine persönliche Vorsprache ist nicht erforderlich.
35,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Nein. Sie müssen nicht zu uns kommen. Sie können den Antrag: mit der Post schicken.,Gebühren Für die Anmeldung zur Hundesteuer fallen keine Gebühren an.
36,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,oder im Internet schicken. Ja.Das Anmelden beim Ordnungs-Amt kostet 25 Euro. Manchmal müssen Sie mehr bezahlen.Zum Beispiel: Wenn Sie einen gefährlichen Hund haben.,"Wenn Sie Ihren Hund nach dem Landeshundegesetz auch beim Ordnungsamt anmelden müssen, können Gebühren anfallen: für große Hunde 25 Euro; für gefährliche Hunde und Hunde bestimmter Rassen je nach Einzelfall."
37,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Oder einen Hund bestimmter Rassen.,"Bitte beachten Sie unsere Informationen unter ""Ähnliche Dienstleistungen"" dazu."
38,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/hund-anmelden,Die Rassen stehen im Landes-Hunde-Gesetz. Mehr Infos bekommen Sie beim Ordnungs-Amtbei der Überwachung Hunde-Haltung.,Rechtliche Voraussetzungen Bitte beachten Sie im Allgemeinen Gebührentarif die Tarifstelle 18a bis 18b.6
39,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Sie suchen eine Person? Und Sie haben einen Grund dafür? Zum Beispiel: Sie wollen mit jemandem aus Ihrer Familie Kontakt aufnehmen.,"Sie brauchen Meldedaten zu einer bestimmten Person, weil Sie zum Beispiel ein Klassentreffen organisieren wollen, ein Familienmitglied suchen oder Rechtsansprüche gegen jemanden haben?"
40,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Oder Sie planen ein Klassen-Treffenmit Ihren Schul-Freunden von früher.Sie wissen aber nicht,wo die Schul-Freunde heute wohnen.",
41,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Sie haben einen rechtlichen Grund dazu.Zum Beispiel: Die Person schuldet Ihnen Geld.Und Sie wollen das Geld zurück haben,das die Person Ihnen schuldet.",
42,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Dann können Sie bei uns erfahren, welche Adresse die Person zuletzt in Köln hatte.","Dann können Sie beantragen, die letzte in Köln gespeicherte Anschrift zu erfahren."
43,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Diese Info heißt Melde-Auskunft.,Eine Einfache Melderegisterauskunft können Sie sofort online erhalten.
44,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Es gibt 3 Arten:,Benötigt werden
45,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Die einfache Melde-Auskunft Die erweiterte Melde-Auskunft Die Archiv-Auskunft Auf dieser Seite können Sie mehr dazu lesen.,Antrag
46,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Wenn wir die Person eindeutig feststellen können, bekommen Sie diese Infos:","mit den Meldedaten der Person, soweit sie Ihnen bekannt sind."
47,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Vorname und Nachname Doktor-Titel, wenn die Person einen hat letzte bekannte Adresse.","Siehe unter ""Angaben zur gesuchten Person""."
48,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Wichtig:,Sie können den Antrag formlos stellen oder das Antragsformular aus dem Downloadservice nutzen.
49,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Die einfache Melde-Auskunft können Sie auch im Internet bekommen. Sie müssen dazu keinen Antrag stellen.,"Eine Einfache Meldeauskunft können Sie auch sofort online einholen. mit den Meldedaten der Person, soweit sie Ihnen bekannt sind."
50,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Sie müssen dazu nicht ins Amt kommen. Sie können online nach der Person suchen.,"Siehe unter ""Angaben zur gesuchten Person"". Sie können den Antrag formlos stellen oder das Antragsformular aus dem Downloadservice nutzen."
51,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Dann bekommen Sie sofort eine einfache Melde-Auskunft.,Eine Einfache Meldeauskunft können Sie auch sofort online einholen.
52,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Erweiterte Melde-Auskunft bedeutet,","Bestätigung im Antrag,"
53,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"dass wir Ihnen noch mehr Infos zu der Person geben. Sie können nur dann eine erweiterte Melde-Auskunft bekommen,","dass Sie die Auskunft nicht für Zwecke der Werbung und des Adresshandels verwenden. Wenn die Daten für gewerbliche Zwecke genutzt werden sollen, müssen Sie im Antrag den Verwendungszweck mitteilen. dass Sie die Auskunft nicht für Zwecke der Werbung und des Adresshandels verwenden."
54,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,wenn Sie einen wichtigen Grund dafür haben. Diesen Grund müssen Sie uns beweisen.,"Wenn die Daten für gewerbliche Zwecke genutzt werden sollen, müssen Sie im Antrag den Verwendungszweck mitteilen. Kopie des Kontoauszugs"
55,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Wenn wir Ihnen eine erweiterte Melde-Auskunft geben, schreiben wir der Person, die Sie suchen: über die Melde-Auskunft.",bei einer schriftlichen Anfrage an die Abteilung Einwohnerwesen für eine aktuelle einfache oder erweiterte Melderegisterauskunft.
56,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,dass Sie die Melde-Auskunft bekommen.,"Weitere Informationen finden Sie bei ""Gebühren"". bei einer schriftlichen Anfrage an die Abteilung Einwohnerwesen für eine aktuelle einfache oder erweiterte Melderegisterauskunft. Weitere Informationen finden Sie bei ""Gebühren""."
57,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Ausnahme:,Dienstleistung ohne Termin Für diese Dienstleistung wenden Sie sich bitte ohne Termin zu den allgemeinen Öffnungszeiten an die Info-Theke des Kundenzentrums. Angaben zur gesuchten Person Für die eindeutige Identifikation der gesuchten Person können Sie eine oder mehrere der folgenden Angaben machen: Familienname Frühere Namen Vorname Geburtsdatum Geschlecht Anschrift.
58,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Wenn Sie einen rechtlichen Grund dafür haben,Eine Mindestanzahl der anzugebenden Daten ist gesetzlich nicht gefordert.
59,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,und uns diesen Grund bewiesen haben. Zum Beispiel: Wenn die Person Ihnen Geld schuldet. Und Sie wollen das Geld von der Person bekommen.,"Die Auskunftserteilung ist zulässig, wenn die gesuchte Person über eine Angabe oder eine Kombination aus mehreren Angaben eindeutig bestimmbar ist."
60,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Als Beweis können Sie uns eine Rechnung zeigen, die Sie der Person geschrieben haben. In so einem Fall informieren wir die Person nicht über die Melde-Auskunft.",Welche Art Meldeauskunft?
61,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Sie suchen eine Person, die seit langem nicht mehr in Köln wohnt? Dann schauen wir für Sie im Archiv nach. Dazu sagen wir: Archiv-Auskunft.","Einfache MeldeauskunftKann mit den von Ihnen mitgeteilten Daten eine Person eindeutig festgestellt werden, dann erhalten Sie die Auskunft über folgende Daten: Vornamen und Familiennamen Doktorgrad und letzte bekannte Anschrift Eine einfache Meldeauskunft können Sie auch online einholen - siehe ""Einfache Meldeauskunft online""."
62,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Ein Archiv ist ein Ort, wo wir alte Akten aufbewahren. Wie lange bewahren wir die Akten im Archiv auf? Bis zu 50 Jahre","Erweiterte MeldeauskunftSoweit es sich nicht nur beispielsweise um ein Klassentreffen handelt, sondern Sie ein berechtigtes Interesse nachweisen können, dürfen Ihnen über die Daten einer einfachen Meldeauskunft hinaus weitere melderechtliche Daten zu der gesuchten Person mitgeteilt werden."
63,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,nachdem die Person umgezogen ist. Oder nachdem die Person gestorben ist. Es gibt 3 Wege nach einer Person zu suchen: 1. Sie können eine einfache Melde-Auskunft,Die ermittelte Person wird unverzüglich über die Erteilung einer erweiterten Meldeauskunft unter Angabe der Datenempfängerin oder des Datenempfängers informiert.
64,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,sofort online bekommen. Online bedeutet: Sie suchen im Internet nach der Person. Das ist der schnellste Weg.,"Dies gilt nicht, wenn Sie ein rechtliches Interesse, insbesondere zur Geltendmachung von Rechtsansprüchen, glaubhaft gemacht haben."
65,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Dann bekommen Sie die Infos sofort. Klicken Sie dazu bitte auf den nächsten Satz: Dann kommen Sie zu einer neuen Internet-Seite. Dort müssen Sie die Infos über die Person aufschreiben,","ArchivauskunftWollen Sie eine Auskunft über eine Person erhalten, die vor längerer Zeit in Köln wohnhaft war und danach verzogen ist?"
66,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,die Sie suchen. Zum Beispiel: Den Vornamen und Nachnamen. Oder die letzte bekannte Adresse.,Für Auskünfte zu Meldedaten aus der Zeit vor 1986 bedarf es in der Regel einer Archivauskunft.
67,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Sie müssen für die Auskunft 6 Euro bezahlen. Sie müssen das Geld sofort bezahlen. Dazu sagen wir: Last-Schrift-Verfahren. Deshalb müssen Sie Ihre Bank-Daten aufschreiben.,"Da für eine Archivauskunft eine zeitaufwendige Suche in alten Unterlagen notwendig ist, beträgt die Bearbeitungsdauer bis zu 6 Wochen, und es fallen höhere Gebühren an."
68,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Zum Beispiel: Ihre Konto-Nummer. Wir prüfen dann Ihre Daten. Dann bekommen Sie die Auskunft aus dem Melde-Register sofort. Wichtig:,"Bitte beachten Sie, dass wir Meldeunterlagen nur für den Zeitraum von 50 Jahren nach Wegzug oder Tod aufbewahren dürfen."
69,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Sie können auch mit Kredit-Karte bezahlen. Andere Zahlungs-Weisen sind online leider nicht möglich. Hier finden Sie mehr Infos zum Bezahlen im Internet: 2. Sie können auch einen Antrag stellen:,Einfache Melderegisterauskunft online Eine einfache Melderegisterauskunft über eine andere Person können Sie auch online einholen.
70,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,im Kunden-Zentrum Innenstadt. Oder einem anderen Kunden-Zentrum in Köln. Sie müssen dafür keinen Termin machen. Sie können ohne Termin zu uns kommen.,Hierbei handelt es sich nicht um eine amtliche Meldebescheinigung.
71,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Die Adressen von den Kunden-Zentren,
72,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,finden Sie unten unter der Überschrift: Weitere Infos. 3. Sie können auch einen Brief schreiben an die Abteilung Einwohner-Wesen. Schicken Sie den Brief an die Adresse:,"Nach Angabe der erforderlichen Daten zur Person, Eingabe Ihrer Bankverbindung und erfolgreicher Prüfung Ihrer Daten erhalten Sie sofort die Melderegisterauskunft."
73,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Abteilung Einwohner-Wesen,
74,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Postfach 10 35 64 50475 Köln In dem Brief schreiben Sie: dass Sie eine Person suchen,die einmal in Köln gewohnt hat.",Eine Einfache Melderegisterauskunft auf Rechnung oder andere Zahlungsweisen sind online leider nicht möglich.
75,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"welche Person Sie suchen. die Infos zu dieser Person,die Sie kennen. und warum Sie die Infos brauchen. Das schwere Wort dafür ist: Verwendungs-Zweck.","Online-Abfrage über ZEMA für ""Power User"" Unternehmen oder Anwaltskanzleien, die regelmäßig und im größeren Umfang einfache Melderegisterauskünfte benötigen (""Power User"") haben hier die Möglichkeit, gegen Gebühr Anfragen bei ZEMA online zu stellen."
76,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Sie müssen erklären:,
77,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Dass Sie die Infos nicht für Werbung brauchen.,
78,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Und dass Sie die Infos nicht für den Handel von Adressen brauchen.,
79,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Für die Suche nach der Person brauchen wir,
80,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,von Ihnen mindestens 4 Angaben.,
81,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Nachname,
82,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Vorname,
83,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"die letzte Adresse in Köln, die Sie kennen",
84,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Geburts-Tag mit Geburts-Jahr.,
85,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Wenn Sie alle 4 Angaben machen können,",
86,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,reicht das für den Antrag aus.,
87,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Wenn Sie nur 3 dieser Angaben machen können,",
88,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,müssen Sie 1 weitere von folgenden Angaben machen: Geburts-Ort. Frühere Namen.Zum Beispiel Geburts-Name.Oder früherer Ehe-Name. Ob die Person weiblich oder männlich ist.,Vorsprache Sie können für Ihre Anfrage ohne Termin in einem Kundenzentrum vorsprechen oder Ihre Anfrage schriftlich an die Abteilung Einwohnerwesen richten.
89,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Welchen Familien-Stand die Person hat.Also ob sie verheiratet ist.Oder ob sie geschieden ist.Oder ob die Ehe-Frau oder der Ehe-Mann gestorben ist.,
90,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Welchem Land die Person angehört.Zum Beispiel: Ob sie Deutsche oder Deutscher ist.Oder Türkin oder Türke.Und so weiter.,
91,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"Diese Kosten müssen Sie für jede Person bezahlen, über die Sie eine Melde-Auskunft beantragt haben: 6 Euro für eine einfache Melde-Auskunft im Internet 11 Euro für eine einfache Melde-Auskunft mit der Post",Bei einer schriftlichen Anfrage an die Abteilung Einwohnerwesen sind die Gebühren für die einfache oder erweiterte Meldeauskunft im Voraus zu entrichten.
92,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,15 Euro für eine erweiterte Melde-Auskunft.,
93,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,"19 Euro 50 Cent für eine Archiv-Auskunftmit einfacher Suche. 24 Euro 50 Cent für eine Archiv-Auskunftmit umfassender Suche.Das heißt: Wenn die Suche mehr Arbeit macht. Wichtig: Sie müssen auch bezahlen,","Weitere Erläuterungen finden Sie unter ""Gebühren""."
94,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,wenn wir Ihren Antrag auf Melde-Auskunft ablehnen. Oder wenn wir Ihnen keine neuen Infos geben können. Wie kann ich bezahlen? Sie müssen das Geld überweisen.,"Wenn Sie eine Archivauskunft zu Meldedaten aus der Zeit vor 1986 benötigen, können Sie sich mit einer schriftlichen Anfrage auch direkt an das Historische Archiv wenden."
95,P_koeln,,https://www.stadt-koeln.de/leben-in-koeln/soziales/melde-auskunft,Überweisen heißt:,
