,Source,link_leicht,URL,sents_leicht,sents_standard
10,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,Beim Fest-Preis:,Bundesweit bewegt sich auch der neue Tarif preislich auf dem Niveau vergleichbarer Großstädte. Wichtig dabei ist: Von den Großstädten gibt es nur in Hamburg und Berlin eine entgeltfreie Wartezeit von einer Minute.
11,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,20 Euro für einen Weg von bis zu 5 Kilo-Metern.,Beispielsweise an der roten Ampel läuft das Taxameter erst nach Ablauf von einer Minute weiter.
12,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,37 Euro für einen Weg von mehr als 5 Kilo-Metern und weniger als 12 Kilo-Metern. 50 Euro für einen Weg von mehr als 12 Kilo-Metern und weniger als 20 Kilo-Metern.,"In anderen Städten wirkt sich eine Wartezeit ab der ersten Sekunde preiserhöhend aus. Dadurch beträgt der Wartegeldanteil in Hamburg lediglich rund 2 Prozent des Fahrpreises, in anderen Städten sind bei Vergleichsfahrten Wartegeldanteile von bis zu 14 Prozent ermittelt worden."
13,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,Info: Ein Computer hat diesen Text in Leichte Sprache übertragen.,"Die Hamburger Regelung führt dazu, dass der Fahrpreis vor Fahrtantritt relativ präzise vorausgesagt werden kann. Die neuen Entgelte im Detail: Tarif 2022 in Euro neuer Tarif 2023 in Euro"
14,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Hauptverkehrs-zeiten*
15,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Übrige Zeiten
16,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Haupt-
17,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,zeiten**
18,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Zwischen-
19,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,zeiten**
20,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Grundgebühr
21,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"5,--"
22,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"3,90"
23,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Grundgebühr
24,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"6,--"
25,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"4,--"
26,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Preis 1.-4. km
27,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,70"
28,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,60"
29,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Preis 1.-9. km
30,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,70"
31,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,60"
32,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Preis 5.-9. km
33,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,50"
34,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,40"
35,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Preis ab 10. km
36,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"1,80"
37,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"1,70"
38,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Preis ab 10. km
39,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"2,--"
40,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"1,90"
41,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Wartegeld/Std. 36,-- Wartegeld/Std. 38,--"
42,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Zuschläge
43,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,Sie können hier dazu mehr lesen.,"8,-- Zuschläge 8,-- * Hauptverkehrszeiten sind aktuell die Zeiten werktags außer sonnabends von 7:00 Uhr bis 10:00 Uhr und von 16:00 Uhr bis 19:00 Uhr."
44,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,** Neue Hauptzeiten sind alle Zeiten der Woche mit Ausnahme der Zwischenzeiten; die Zwischenzeiten gelten werktags (nicht an Feiertagen) von Montag bis Freitag von 10:00 Uhr bis 15:00 Uhr.
45,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,Rückfragen der Medien
46,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17131180/2023-05-06-bvm-neuer-taxentarif-el/,,"Behörde für Verkehr und Mobilitätswende Pressestelle I Dennis Heinert Telefon: 040 42841 3211 E-Mail: pressestelle@bvm.hamburg.de Internet: www.hamburg.de/bvm Twitter, Instagram: @ bvm_hh"
47,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,"Am Freitag, 12. Mai, fängt die Bade-Saison in Hamburg an. Das heißt: Man kann wieder in den Bade-Seen von Hamburg baden. Es gibt 13 Bade-Seen in Hamburg. Die Bade-Seen sind bis September geöffnet.",Die Wasserqualität der Hamburger Badegewässer wird während der Badesaison regelmäßig kontrolliert.
48,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Baden im Eich-Baum-See,
49,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Der Eich-Baum-See ist ein See in Hamburg. In diesem Jahr darf man wieder im Eich-Baum-See baden. Aber man muss aufpassen: Vielleicht gibt es Blau-Algen im Wasser. Dann darf man nicht baden.,Die Bezirksämter entnehmen an den Badestellen alle drei Wochen Wasserproben.
50,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Hamburg prüft das Wasser Die Stadt Hamburg kontrolliert die Bade-Seen. Das heißt: Die Stadt Hamburg prüft das Wasser. Die Stadt Hamburg nimmt dafür Wasser-Proben.,Diese werden entsprechend der EG-Badegewässerrichtlinie auf die Darmbakterien „Intestinale Enterokokken“ und „Escherichia Coli“ vom Institut für Hygiene und Umwelt untersucht.
51,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Das machen die Bezirks-Ämter.,
52,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Sie nehmen die Proben an den Bade-Plätzen. Die Proben werden dann im Labor untersucht. Das Labor untersucht: Sind Bakterien im Wasser? Bakterien können Menschen krank machen.,Die Bakterien dienen als Anzeichen für eventuelle gesundheitliche Risiken durch Belastungen im Gewässer.
53,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Die Stadt Hamburg prüft auch: Wie klar ist das Wasser? Wie warm ist das Wasser?,"Außerdem werden die Sichttiefe, der pH-Wert und die Wassertemperatur gemessen."
54,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Sind Blau-Algen im Wasser? Die Stadt Hamburg hat Infos über die Bade-Seen. Zum Beispiel:,Bei Bedarf wird das Gewässer zusätzlich auf Cyanobakterien (Blaualgen) untersucht.
55,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Welche Bade-Seen gibt es in Hamburg Wie komme ich dorthin? Was gibt es an den Bade-Seen? Die Internet-Adresse ist: www.hamburg.de/badegewaesser Der Text ist in schwieriger Sprache.,"Alle aktuellen Ergebnisse und die Bewertung der Wasserqualität der Hamburger Badegewässer sind auf der Internetseite der Behörde für Umwelt, Klima, Energie und Agrarwirtschaft veröffentlicht ( www.hamburg.de/badegewaesser ).Hier gibt es auch Informationen zum Anfahrtsweg, Hinweise zu Serviceeinrichtungen und Kurzbeschreibungen der Badestellen."
56,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Wichtige Hinweise,
57,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Sie stehen bis zu den Knien im Wasser. Aber: Sie sehen Ihre Füße nicht mehr. Dann sind Blau-Algen im Wasser. Sie sollten nicht baden.,"Hinweise Wenn Sie ihre Füße im knietiefen Wasser nicht mehr sehen können, sollten sie nicht baden (Blaualgen)."
58,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,An den Bagger-Seen gibt es in Ufer-Nähe Abbruch-Kanten. Das Wasser ist an diesen Stellen schnell sehr tief.,"An den Baggerseen gibt es schon in Ufernähe Abbruchkanten, an denen das Wasser schnell sehr tief wird."
59,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Das kann gefährlich sein. Werfen Sie Abfälle immer in den Müll-Eimer. Benutzen Sie die Toiletten.,"Abfälle immer im Mülleimer entsorgen, nicht am Strand; bitte die bereitgestellten Toiletten benutzen und die Vegetation am Ufersaum von Seen schonen – sie dient dem Gewässerschutz."
60,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Füttern Sie nicht die Vögel.,Bitte keine Wasservögel füttern.
61,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Sie können hier lesen: Darum sollen Sie nicht in der Elbe baden Der Text ist in Leichter Sprache. Info: Ein Computer hat diesen Text in Leichte Sprache übertragen. Der Text ist nicht durch Menschen mit Behinderungen geprüft worden.,"Eine unnatürlich hohe Population schadet nicht nur dem Gewässer, sondern erhöht auch das Risiko eines Zerkarienbefalls."
62,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17126566/2023-05-11-bukea-badesaison-el/,Sie können hier dazu mehr lesen.,"Rückfragen der Medien Behörde für Umwelt, Klima, Energie und Agrarwirtschaft (BUKEA) Pressestelle Renate Pinzke Telefon: 040 42840 8006 E-Mail: renate.pinzke@bukea.hamburg.de"
63,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,In Hamburg gibt es viele Industrie-Unternehmen. Industrie bedeutet große Fabriken. Hamburg ist sehr wichtig für die Industrie. Und die Industrie ist sehr wichtig für Hamburg.,"Durch die erforderliche Emissionsreduktion, die Digitalisierung und den Wandel der Arbeitswelt steht die Industrie auch künftig vor transformativen Herausforderungen."
64,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Viele Menschen in Hamburg arbeiten in Industrie-Unternehmen. Die Industrie-Unternehmen verdienen viel Geld. Und die Industrie-Unternehmen bezahlen viele Steuern: An die Stadt Hamburg. Aber es gibt auch Probleme: Die Industrie-Unternehmen brauchen viel Strom: Strom ist teuer geworden.,"Der „Masterplan Industrie 2023“ wurde heute durch Hamburgs Ersten Bürgermeister, Dr. Peter Tschentscher, Wirtschaftssenatorin Dr. Melanie Leonhard, sowie durch die Hausspitzen des Industrieverbands Hamburg, der Handelskammer und des DGB Nord unterzeichnet."
65,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Viele Industrie-Unternehmen verschmutzen die Luft. Durch Abgase von den Fabriken.,"Er beschreibt eine Vision von Hamburg als führende Modellregion für industrielle Wettbewerbsfähigkeit, Prosperität und Zukunftsentwicklung mit „Guter Arbeit“, Beschäftigungssicherung und beispielgebender Transformation zur Klimaneutralität."
66,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Die Stadt Hamburg will die Probleme lösen. Zusammen mit der Industrie.,"Die Hamburger Industrie soll damit zugleich in die Lage versetzt werden, krisenhaften Erschütterungen und Veränderungsprozessen standzuhalten. Dr. Melanie Leonhard, Senatorin für Wirtschaft und Innovation : „Der Senat der Freien und Hansestadt Hamburg bekennt sich zu seiner Industrie!"
67,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Die Industrie soll in der Zukunft gut arbeiten können: Auch in schwierigen Zeiten.,"Wir stehen – gerade auch in diesen schwierigen Zeiten – an der Seite der Unternehmen. Insbesondere für die energieintensiven Industrien gibt es derzeit viele Herausforderungen. Wir sind gemeinsam der Auffassung, dass die anstehende Transformation nur im engen Zusammenwirken bewältigt werden kann."
68,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Und die Industrie soll besser für das Klima werden.,"Der Industrie kommt hierbei eine wichtige Rolle innerhalb der Gesamtgesellschaft zu, ohne die wir unsere Ziele etwa im Bereich der Emissionsreduktion ebenso wie dem Wandel der Arbeitswelt nicht werden erreichen können.“"
69,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Die Stadt Hamburg hat deshalb einen Plan unterschrieben . Der Plan heißt: Master-Plan Industrie 2023.,"Prof. Norbert Aust, Präses Handelskammer Hamburg : „Im Rahmen des Masterplan Industrie werden die Kräfte für die starke Industrie Hamburgs und ihrer Zukunft gebündelt."
70,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Hamburgs Erster Bürgermeister Peter Tschentscher hat den Plan heute unterschrieben. Und die Wirtschafts-Senatorin hat den Plan unterschrieben.,Zentral hierfür sind eine sichere und wettbewerbsfähige Energieversorgung sowie ein wirksamer Rahmen für die Klimawende.
71,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Und der Chef vom Industrie-Verband Hamburg hat den Plan unterschrieben. Und der Chef von der Handels-Kammer.,"Viele der 17.000 in der Handelskammer Hamburg organisierten Industrieunternehmen sind bereits Vorbilder für eine wirtschaftlich tragfähige Klimawende. Der Masterplan Industrie unterstützt das lokale Handeln Hamburgs für diese existenzielle Zukunftsaufgabe. Es gilt jetzt, die verabredeten Maßnahmen rasch in Angriff zu nehmen und durch notwendige energiepolitische Maßnahmen auf Bundesebene zu flankieren."
72,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Und die Chefin vom DGB Nord.,Hamburgs derzeitige Bundesratspräsidentschaft bietet die Chance für zusätzlichen Schub.“
73,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,DGB ist der Deutsche Gewerkschafts-Bund.,"Matthias Boxberger, Vorstandsvorsitzender Industrieverband Hamburg e.V. : „Die Industrie ist die Stärke Hamburgs."
74,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,In dem Plan steht:,"Dennoch haben die Pandemie und der Krieg uns vor Augen geführt, dass unser Wohlstand nicht selbstverständlich ist, sondern auf einer Voraussetzung beruht: Unserer starken Industrie! Mit dem Hamburger Masterplan Industrie 2023 wollen wir diese Stärke nicht nur absichern, sondern nach vorn entwickeln. Um einer drohenden Deindustrialisierung entgegenzutreten, braucht die Hamburger Industrie ein hohes Niveau an Resilienz. Ob Klimawandel, demografische Entwicklung, Sicherheit oder sozialer Wohlstand – all diese Herausforderungen lassen sich nur mit einer innovativen und leistungsfähigen Industrie lösen."
75,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,So können wir die Industrie in Hamburg besser machen.,"Dass der Senat sich das Ziel setzt, Hamburg zur Modellregion für industrielle Wettbewerbsfähigkeit zu entwickeln, unterstützen wir ausdrücklich. Der vereinbarte Bau der A26-Ost und der Köhlbrandquerung, ist nur ein Beispiel, um dieses Ziel zu erreichen."
76,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,So kann die Industrie mehr für den Umwelt-Schutz machen.,"Wir werden die getroffenen Vereinbarungen fortlaufend im Blick haben, denn jeder Plan ist nur dann wertvoll, wenn man ihn konsequent Tag für Tag verfolgt."
77,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Viele Industrie-Unternehmen in Hamburg machen schon etwas für den Umwelt-Schutz.,Ab jetzt zählen die Taten!“
78,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Sie sind ein Vorbild: Für andere Bundes-Länder in Deutschland.,"Laura Pooth, Vorsitzende Deutscher Gewerkschaftsbund Bezirk Nord : „Hamburg ist trotz großer Herausforderungen viel mehr als ein Industriestandort mit Zukunft. Die Hansestadt hat das Potenzial, im Verbund der norddeutschen Länder zu einer weltweit sichtbaren Modellregion für klimaneutrale Produktion zu werden. Diese Chance wollen wir gemeinsam nutzen. Dazu ist eine aktive und gestaltende Industriepolitik unbedingt notwendig."
79,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,So kann die Industrie auch in Zukunft gut in Hamburg arbeiten.,"Im Masterplan Industrie haben wir Lösungen auf Augenhöhe entwickelt und Verabredungen getroffen, die in konkretes Handeln münden. Nur so schaffen wir eine zuverlässige, bezahlbare, klimaneutrale Energieversorgung im Verbund mit Guter Arbeit und der Sicherung von Wertschöpfungsketten und Beschäftigung. Wir haben in Hamburg mit dem Masterplan unsere Hausaufgaben gemacht, unser Signal geht jetzt auch nach Berlin und Brüssel: Es braucht die schnelle Einführung eines Industriestrompreises, damit der klimagerechte Umbau der Industrie gelingt und gute Arbeitsplätze in Hamburg erhalten bleiben."" Erster Bürgermeister Dr. Peter Tschentscher : „Die Industrie ist eine zentrale Säule der Hamburger Wirtschaft."
80,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,So können wir neue Industrie-Unternehmen nach Hamburg bekommen.,"Sie übernimmt Verantwortung beim Klimaschutz und bietet moderne Arbeitsplätze. Mit dem Masterplan führen wir unsere Verabredungen aus dem Bündnis für die Industrie der Zukunft fort und schaffen gute Rahmenbedingungen für die Entwicklung der Industrieunternehmen in Hamburg. Dazu gehören schnelle Genehmigungsverfahren bei Ansiedlungen, Erweiterungen und neuen Projekten, die Bereitstellung geeigneter Flächen und die Unterstützung bei der Ausbildung von Fachkräften. In Zeiten der Krise mit Störungen von Lieferketten und hohen Energiekosten müssen wir die Industrie in Deutschland stärken - mit einem beschleunigten Ausbau der erneuerbaren Energien und der Einführung eines Industriestrompreises, der die internationale Wettbewerbsfähigkeit der Produktion in Deutschland erhält.“"
81,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,Der Master-Plan Industrie ist wichtig: Für die Zukunft.,"Zum Inhalt Der Masterplan Industrie verbindet die Fortschreibung des bisherigen Masterplans und das “Bündnis für die Industrie der Zukunft“, untergliedert in fünf Handlungsfelder: Flächen und Infrastruktur, Innovation und Digitalisierung,"
82,P_hamburg,,https://www.hamburg.de/barrierefrei/leichte-sprache/neuigkeiten/17114986/2023-05-09-bwi-masterplan-industrie-el/,An dem Plan wollen alle gemeinsam arbeiten.,"Klima, Energie und Umwelt, Arbeit, Bildung und Qualifizierung, Industrie und Gesellschaft. Jedes Handlungsfeld enthält Maßnahmen und Vereinbarungen, die die Partner gemeinsam umsetzen werden."
